2.240894989288376937e+00 4.529257774353027344e+00 2.051417598653733876e+01 5.021610353017755379e+00 1.014959105174312448e+01 4.597011417761147101e+01 2.274416773117731694e+01 2.082104970268430577e+02 5.096729150432963706e+01 1.030141985176241235e+02 3.923812627792358398e+00 3.922964640813876969e+00
2.240894989288376937e+00 3.869090080261230469e+00 1.496985804917585483e+01 5.021610353017755379e+00 8.670224573962755699e+00 3.354587989275645299e+01 1.942906280379809303e+01 1.297920311266986459e+02 4.353848948360032267e+01 7.517279416294765326e+01 5.278015136718750000e+00 5.277148933523831076e+00
2.240894989288376937e+00 4.005968093872070312e+00 1.604778036912102834e+01 5.021610353017755379e+00 8.976953828807033631e+00 3.596139061836369422e+01 2.011641085404679075e+01 1.440601834284353515e+02 4.507876428529976920e+01 8.058570004453325453e+01 5.000177860260009766e+00 4.999539192596804682e+00
2.240894989288376937e+00 4.694271564483642578e+00 2.203618552111970530e+01 5.021610353017755379e+00 1.051936962721030433e+01 4.938077771730623056e+01 2.357280268808791490e+01 2.318067806704380871e+02 5.282417542721978521e+01 1.106571373538746741e+02 3.576648473739624023e+00 3.576261917807161961e+00
2.240894989288376937e+00 3.645477056503295898e+00 1.328950296949193444e+01 5.021610353017755379e+00 8.169131269483976610e+00 2.978038061446748230e+01 1.830616532862564227e+01 1.085636942639767426e+02 4.102219415800180968e+01 6.673470569806090680e+01 5.729603290557861328e+00 5.728780555095818627e+00
2.240894989288376937e+00 5.269735336303710938e+00 2.777011051468798541e+01 5.021610353017755379e+00 1.180892350999888585e+01 6.222990150434877421e+01 2.646255752244621817e+01 3.279351109321662534e+02 5.929981255580516830e+01 1.394506744650044254e+02 2.326953411102294922e+00 2.327475598062275441e+00
2.240894989288376937e+00 5.545607566833496094e+00 3.075376328532092884e+01 5.021610353017755379e+00 1.242712420907689008e+01 6.891595404783652157e+01 2.784788037138468653e+01 3.821808362432317381e+02 6.240417558653808072e+01 1.544334161078249110e+02 1.702146291732788086e+00 1.701334419657897445e+00
2.240894989288376937e+00 3.455696105957031250e+00 1.194183557672658935e+01 5.021610353017755379e+00 7.743852088342467077e+00 2.676039950679228951e+01 1.735315934255697101e+01 9.247580836947656735e+01 3.888660781905869612e+01 5.996724516612599842e+01 6.111858844757080078e+00 6.111254678541287788e+00
2.240894989288376937e+00 5.423851490020751953e+00 2.941816498580033112e+01 5.021610353017755379e+00 1.215428162663179990e+01 6.592301851073874275e+01 2.723646879551898792e+01 3.575566621761358874e+02 6.103406644978772277e+01 1.477265618594793750e+02 1.979835033416748047e+00 1.980198661886703126e+00
2.240894989288376937e+00 4.260366916656494141e+00 1.815072626454116289e+01 5.021610353017755379e+00 9.547034876065509934e+00 4.067387153815523249e+01 2.139390261633658241e+01 1.732856166734927399e+02 4.794148917427214229e+01 9.114587492481119568e+01 4.479317188262939453e+00 4.479809316486104365e+00
2.240894989288376937e+00 5.222888946533203125e+00 2.727856894781871233e+01 5.021610353017755379e+00 1.170394566989590501e+01 6.112840847012446233e+01 2.622731320657312892e+01 3.192668889177796814e+02 5.877265474710659277e+01 1.369823442438751044e+02 2.431090354919433594e+00 2.431845221874580965e+00
2.240894989288376937e+00 5.050271034240722656e+00 2.550523751929085847e+01 5.021610353017755379e+00 1.131712705517826478e+01 5.715455895758879734e+01 2.536049331108889859e+01 2.886460135783143528e+02 5.683020238670050617e+01 1.280773647830478694e+02 2.812932014465332031e+00 2.811959686171270345e+00
2.240894989288376937e+00 4.792773723602294922e+00 2.297067996565260728e+01 5.021610353017755379e+00 1.074010262201337973e+01 5.147488163557783736e+01 2.406744215011274335e+01 2.467074601285357573e+02 5.393261051917551896e+01 1.153498043313786638e+02 3.368356943130493164e+00 3.367175382541188533e+00
2.240894989288376937e+00 4.512673854827880859e+00 2.036422532004712593e+01 5.021610353017755379e+00 1.011242822957646226e+01 4.563409048043310179e+01 2.266088974919622956e+01 2.059317669999003328e+02 5.078067429179017012e+01 1.022612046983349643e+02 3.958529949188232422e+00 3.957581183662298052e+00
